caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
C-28,agregado_semana_jm,ecv_inscriptos,-,rdv,RVD JM-CM - ES,-,-,SUMA,retractado,"V-38 a V-45 SE RETRACTAN. 2445 no salio de ningun deck: lo midio la rama de validacion leyendo rdv con el rango 23/07-31/07, elegido a mano. Es la UNION de los dos universos (5 encuentros), no uno de ellos. Deck=2333 (4 enc), motor=2307 (4 enc), V-38=2445 (5). Nadie publico 2445."
C-29,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"EL DECK jm PUBLICADO NO TIENE LAMINA AGREGADA. Ninguna de sus 30 laminas trae INSCRIPTOS, ENCUENTROS ni Barrios impactados; solo los individuales por encuentro. La pregunta de si agregado e individuales comparten universo no se plantea en jm."
C-30,agregado_semana_secco,-,-,-,-,-,-,-,cerrado,"SECCO SI TIENE AGREGADO Y USA UN TERCER UNIVERSO, declarado por escrito en su lamina 5: 'ultimo trimestre, periodo de reuniones mas reciente de JM' + 'Exclusion de encuentros 1 a 1'. Ademas segmenta por tipo: L7 agrega RdV+Encuentro Tematico, L8 solo Primera Persona. NO ES DECISION FIJA: la opcion va por informe, y el eje no es solo ventana-o-temario sino ventana + exclusion por tipo + segmentacion por tipo."
C-31,resumen_ejecutivo_jm,ivr_*,-,-,-,-,-,-,cerrado,EL BLOQUE IVR DEL RESUMEN EXISTE Y ES CONDICIONAL. El deck JM 19/06-26/06 publica '2 campanias de IVR / Llamados realizados 54.869 / Atendidos 51.030 (93%)'. El del 31/07 NO lo tiene. Aparece cuando hay datos. Los ivr_* no son invalidables: faltan las bases de esa semana.
C-32,resumen_ejecutivo_jm,ivr_campanias,2,-,-,-,-,CUENTA,abierto,"MISMO SINTOMA QUE pauta_*: los 54.869 llamados y 51.030 atendidos del resumen son IDENTICOS a los de la lamina 7 (Ciudad Atractiva Eje Sur, un solo encuentro), pero el resumen dice 2 campanias. Conteo y suma no encajan. Cuarto caso del patron."
C-33,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"SEGUNDO DECK jm SIN LAMINA AGREGADA. El de 19/06-26/06 (27 laminas) tiene resumen ejecutivo JM y GCBA, encuentros individuales, M2, campanias destacadas y RRSS, y NINGUN total de inscriptos/encuentros/barrios. Dos de dos: la lamina 5 de JM_marcada no corresponde a nada que el equipo publique en jm. Refuerza C-29."
C-34,comunicaciones_post,-,-,-,-,-,-,-,cerrado,"EL RETRASO DE UN INFORME ESTA PUBLICADO COMO TABLA. Laminas 9 y 10 del deck 19/06-26/06: nueve campanias de encuentros del 01/06 al 18/06 reportadas en el informe del 19-26/06, cada una con su propia columna Periodo (ej. ECVs Boedo 12/06, periodo 17/06 al 27/06). Confirma C-04 sin inferencia."
C-35,plantilla,-,-,-,-,-,-,-,cerrado,"ANTECEDENTES ES UN BLOQUE DE CONTENIDO, NO UNA NOTA SUELTA. El texto que estaba como nota del orador en SECCO_marcada lamina 8 (Seguridad Eje Oeste 14/03, Movilidad Eje Sur 26/03) es el CUERPO de la lamina 7 del deck JM 19/06-26/06. Es comentario escrito a mano que aparece en las laminas de tematica. Las notas ya se borraron por decision del usuario; el bloque existe igual y la plantilla lo necesita."
C-36,m2_semana_0608,-,-,digital,Directa Mail,-,-,-,cerrado,LOS DOS DECKS DE LA MISMA SEMANA PUBLICAN M2 DISTINTO Y EL ORDEN ES MONOTONO CRECIENTE: deck SECCO 20 envios/902.703 < base 06/08 22/927.030 < deck JM 23/1.048.638. NO son universos distintos: son tres fotos. El SECCO se armo antes del 06/08 y el JM despues. Mejor confirmacion de C-25 hasta ahora.
C-37,agregado_semana_jm,-,-,-,-,-,-,-,cerrado,"TERCER DECK jm SIN LAMINA AGREGADA (31 laminas, 31/07-07/08). Tres de tres. Refuerza C-29 y C-33: los 28 tokens ecv_* de la lamina 5 de JM_marcada no reproducen nada que el equipo publique en jm."
C-38,resumen_ejecutivo,-,-,-,-,-,-,-,cerrado,"BLOQUES CONDICIONALES CONFIRMADO. Deck JM 31/07-07/08: el resumen JM NO tiene Call Center, ni IVR, ni SMS (solo mail y digital); GCBA tiene Call Center y SMS pero no IVR. Deck 19/06: JM tiene IVR. Los bloques aparecen segun haya datos. Refuerza C-31."
C-39,enc_alcance,-,-,digital,Alcance,-,ID Cuentas,-,cerrado,"digital/Alcance NO ESTA CLAVADA POR ID CUENTAS. 62 de 666 ids repiten fila en el export del 31/07 (hasta 5 veces), 66 de 690 en el del 06/08. Caballito y Nueva Pompeya pasan de 1 a 2 filas entre exports. Re-apuntar una fila de MARCADORES tendria que elegir cual y no hay columna que lo diga."
C-40,enc_alcance,enc_alcance,-,digital,Alcance,-,Alcance,-,cerrado,CONTESTA P-1 Y LO FALSA. El valor crece entre exports para la misma cuenta (Retiro vacio -> 47.753; Caballito vacio -> 49.541) y en Retiro supera lo publicado (47.753 vs 36.694). En San Cristobal es 1.412 en los dos exports contra 47.232 publicado. La solapa no reproduce enc_alcance en ninguno de los cuatro encuentros.
C-41,enc_impresiones,-,-,-,-,-,-,-,cerrado,"LA BASE TIENE UNA SOLA CUENTA POR ENCUENTRO; EL DECK PUBLICA DOS CAMPANIAS. Todo valor de base reproduce EXACTO un bloque y nunca el total: 3354 = PRE de San Cristobal (imp 42.500, clics 1.274); 3389 = PRE de N. Pompeya (imp 238.881, clics 1.072); 3346 se llama 'Agenda Post' y reproduce el bloque POST de Retiro. El hueco no es la solapa: es la segunda cuenta."
C-42,enc_impresiones,-,-,-,-,-,-,-,cerrado,CONTESTA P-2: NO HAY ELECCION ENTRE LAS DOS FUENTES. digital/Digital 2026 acumulado y looker/DIGITAL devuelven el MISMO numero en las cuatro cuentas medidas (42.500 / 19.523 / 35.965 / 238.881). Los dos caminos de codigo llegan al mismo dato; elegir entre ellos no es una pregunta de datos.
C-43,enc_impresiones,-,-,looker,DIGITAL,Id cuentas vacio,-,-,cerrado,"14 FILAS DE looker/DIGITAL NO TIENEN Id cuentas Y DOS DE ELLAS SON DATO PUBLICADO. El bloque PRE de Retiro 24/07 esta ahi: Meta imp 75.021 / 965 clics y DV360 imp 284.353 / 430 clics, exactamente los valores del deck. El join por cuenta las tira en silencio. Mismo modo de falla que C-20 (estado vacio)."
C-44,m2_campanias,m2_campanias,-,-,-,-,-,LISTA + CUENTA(LISTA),cerrado,"CONTESTA P-3 Y FALSA LA PREMISA DEL 03/08. Los cuatro decks publican LISTA Y CONTEO, y el conteo iguala siempre las lineas de la lista: JM 19/06 '13 Proyectos'/13, JM 31/07 '12 Campanias'/12, SECCO 31/07 '11 Campanias'/11, SECCO 07/08 '13 Proyectos'/13. No es conteo en secco y lista en jm. La palabra (Campanias / Proyectos) es texto tipeado, no token."
C-45,m2_campanias,-,-,digital,Directa Mail,idem X-18,Nombre campaña | Directa,DISTINTOS,cerrado,"FALSADOR DE NORMALIZACION CUMPLIDO: 30 distintos crudos == 30 normalizados (plegando espacios, case y acentos). La pregunta de normalizacion no tiene consecuencia hoy y no debe generar codigo."
C-46,campania_destacada,alcance / clics,-,looker,ALCANCE y DIGITAL,-,-,-,cerrado,"CONTESTA P-4 POR ESTRUCTURA, NO POR NUMERO. looker/ALCANCE tiene Alcance y Frecuencia y NO tiene clics; looker/DIGITAL tiene Impresiones, Visualizaciones y Clics y NO TIENE COLUMNA DE ALCANCE. No son dos candidatas para lo mismo: cada una tiene exactamente una de las dos metricas. No hay decision de fuente que tomar."
C-47,enc_ciudad_atractiva_2506,-,-,-,-,-,-,-,cerrado,EL ICEBERG COLAPSA CALL CENTER + IVR EN UNA LINEA. Deck JM 19/06-26/06 publica 'Call Center: 183 (22%)' y la fila rdv trae cc=136 e ivr=47. En cambio el deck del 28/07 (Orden Publico) publica las dos por separado (169 y 43). El desglose de canales del iceberg no tiene un mapeo fijo columna->linea.
C-48,enc_ciudad_atractiva_2506,-,-,-,-,-,%,REDONDEO,cerrado,"LOS PORCENTAJES DEL ICEBERG REDONDEAN, NO TRUNCAN. 250/844=29,6 -> 30 y 183/844=21,7 -> 22. Discrimina contra frecuencia, que trunca (V-72, V-76). Dos operaciones de redondeo distintas conviven en el mismo informe."
C-49,ecv_insc_dif,ecv_insc_dif,-,rdv,RVD JM-CM - ES,Figura=Jorge Macri,Difusión,-,cerrado,"POR QUE HOY RESUELVE sin_datos. De 75 filas JM de 2026, 29 tienen Difusion distinta de cero y la ultima es del 25/06/2026. Despues de esa fecha la columna deja de cargarse. Es un bloque condicional como IVR (C-31, C-38), no un token faltante: la plantilla lo conserva y el motor lo omite cuando el valor es vacio."
C-50,enc_impresiones,-,-,reuniones,Agenda JM + Agenda JM | Post,-,ID,-,cerrado,"CONTESTA C-41: LA SEGUNDA CAMPANIA NO TIENE ID PROPIO. PRE y POST comparten el mismo ID de cuenta y viven en dos solapas distintas. 152 ids en PRE, 102 en POST, 98 compartidos, 4 solo POST. La clave del par es (ID, solapa), no dos cuentas. San Cristobal, Retiro, Caballito y Nueva Pompeya aparecen en las dos con el mismo ID."
C-51,enc_alcance,-,-,digital,Alcance,-,ID Cuentas,-,cerrado,"EXPLICA C-39. Las filas duplicadas de digital/Alcance son pares PRE/POST del mismo id, no ambiguedad. Nueva Pompeya tenia [52.012, 22.362] en el export del 06/08; la base de reuniones trae Alcance manual (PRE) = 52.012 EXACTO y Alcance (POST) = 45.211 al 12/08. El primer valor es PRE y el segundo POST, y el segundo crece."
C-52,enc_frecuencia,frecuencia_estimada,-,reuniones,Agenda JM,ID,Frecuencia estimada,RATIO,cerrado,"LA BASE CALCULA LA FRECUENCIA Y ES Impresiones totales / Alcance. San Cristobal: 42.500 / 1.412 = 30,099 = celda Frecuencia estimada, exacto. La celda NO trunca; el truncado a un decimal (V-72, V-76) lo aplica la plantilla al publicar, no la fuente."
C-53,enc_alcance,-,-,reuniones,Agenda JM,ID=3289-JUNJDGAG,Alcance manual,-,contradice,"Alcance manual NO ES ACUMULATIVA Y C-25 NO APLICA. La lamina 9 publico 219.139 el 31/07 y la base del 12/08 trae 157.580 para la misma fila: menor doce dias despues. El nombre de la columna lo dice: es un valor tipeado. Cualquier verificacion de alcance contra esta columna se valida por regla, no por numero, y no puede usar la direccion temporal como criterio."
C-54,embudo_call_center,-,-,looker,CC,-,Base enviada,-,cerrado,"TRAMPA DE LECTURA: Base enviada LLEGA FORMATEADA COMO FECHA. En el export del 31/07 la columna se lee 1914-09-30, 1903-07-09, 1921-11-25: son seriales de Excel. 1914-09-30 = 5.387, 1903-07-09 = 1.286, 1921-11-25 = 8.000. Su suma para 3289 da los 6.673 que C-17 citaba como alternativa descartada. Cualquier lector que no convierta el serial va a tratar la columna como vacia o como fecha basura."
C-55,resumen_ejecutivo_jm,-,-,-,-,-,-,-,cerrado,"ADDENDUM A V-64 / V-65 / V-66: falta la referencia de lamina. Los tres se midieron contra la LAMINA 2 (Resumen Ejecutivo - JM) del deck JM 24-31/07, que publica 'Base discada: 6.011' y 'Contactados: 1.878 (31%)'. Los tres siguen exactos. La omision de la lamina fue lo que hizo parecer que contradecian a V-86, que mide la lamina 9. Un numero validado sin su lamina invita a la misma confusion."
C-56,-,-,-,-,-,-,-,-,cerrado,"X-06 A X-09 EXISTIERON Y FUERON RETIRADOS, NO PERDIDOS. La nota de V-53 (addendum 09/08) dice literal 'Retira X-06..X-09'. Se los borro del CSV en vez de marcarlos retractado, que es lo que se hizo con V-38..V-45. Dos tratamientos distintos para el mismo hecho. El criterio que vale es el de V-38: la fila queda con estado retractado y la nota dice quien la retira. La serie X sigue en X-22 y el hueco 06-09 no se reusa."
C-57,u1_san_cristobal_post,u1_prog_impresiones,94955,-,-,-,-,-,sin_datos,"CONFIRMA X-05 CON BUSQUEDA EXHAUSTIVA. Los tres valores del bloque POST de San Cristobal 23/07 (impresiones 69.147 Meta, 340 Google, 94.955 Programmatic y visualizaciones 23 / 250 / 69.061) no aparecen en NINGUNA celda numerica de los siete libros de los dos fixtures. La base de reuniones nueva tampoco los tiene: Agenda JM | Post trae 3354 con Alcance 0 e Impresiones totales 0 al 12/08. Tercera verificacion, el POST digital de ese encuentro no esta en ninguna base."
C-58,resumen_ejecutivo_jm,cc_*,-,reuniones,Agenda JM,-,-,-,cerrado,"LOS cc_* DEL RESUMEN EJECUTIVO NO SE CABLEAN CONTRA LA BASE NUEVA. Dos razones. Una: Agenda JM trae SOLO la fila 1 de 3289 (5.387 / 4.726 / 1.380 / 1.181) y le falta la segunda, que es la que hace los 6.011 publicados. Dos: trae el bloque de Call Center de 3387 en cero en los cuatro campos mientras el deck publica 8.255 / 7.232 / 1.901 / 1.514 y looker/CC los tiene; el IVR de esa misma fila si esta completo (V-87). El embudo del iceberg si se cablea contra Agenda JM, con REVISAR cuando el bloque venga en cero. Los cc_* siguen en looker/CC x Cuentas."
A-01,resumen_ejecutivo_jm,imp_meta,716650,looker,DIGITAL x Cuentas,nombre_campaña CONTIENE JM; estado=Activa; ventana solapa,Impresiones,SUMA,aproximado,"da 679.647 (-5,2%). Looker es acumulado de campaña y el deck se armó en otro momento. Decisión del usuario 09/08: se cablea igual."
A-02,resumen_ejecutivo_jm,imp_google,531403,looker,DIGITAL x Cuentas,idem A-01; Plataforma=Google ads,Impresiones,SUMA,aproximado,"da 614.140 (+15,6%)"
A-03,resumen_ejecutivo_jm,imp_prog,5194898,looker,DIGITAL x Cuentas,idem A-01; Plataforma=DV360,Impresiones,SUMA,aproximado,"da 5.992.841 (+15,4%). DV360 es la única tercera plataforma de la solapa: imp_prog=DV360 queda confirmado por los datos"
A-04,resumen_ejecutivo_jm,imp_prog,-,looker,DIGITAL,Plataforma,Impresiones,SUMA,corrige,"NO SON TRES PLATAFORMAS SINO SEIS sobre toda la solapa: Meta 1680, DV360 1513, Google ads 1294, TikTok 51, Mercado Libre 19, Twitter 12. A-03 midio sobre una ventana donde las tres chicas no aparecian. Por decision del usuario 09/08 las sueltas entran a Programmatic: imp_prog = Plataforma != Meta AND != Google ads, NO = DV360. Cableado como =DV360 pierde 82 filas en silencio."
A-05,resumen_ejecutivo,alcance,-,-,-,-,-,-,cerrado,"EL RESUMEN EJECUTIVO NO PUBLICA ALCANCE, ni lamina 2 ni lamina 3. Solo aparece por encuentro y en laminas de campaña. Por encuentro es un valor de una fila, sin agregacion: la pregunta de si se suma no se plantea ahi."
A-06,resumen_ejecutivo_jm,imp_google,531403,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,contradice,"CORRIGE A-02. Da 614.140 sobre un fixture ANTERIOR al deck: 15,6% POR ENCIMA de lo publicado. Por C-25 eso no se explica por el desfasaje. El universo incluye filas que no corresponden."
A-07,resumen_ejecutivo_jm,imp_prog,5194898,looker,DIGITAL x Cuentas,idem A-01,Impresiones,SUMA,contradice,"CORRIGE A-03. Da 5.992.841, 15,4% POR ENCIMA sobre foto anterior. Mismo diagnostico que A-06: universo demasiado ancho, no desfasaje."
A-08,campania_destacada,alcance,-,-,-,-,Alcance,VALOR_DE_META,exacto,"CONTESTA A-05: EL ALCANCE NO SE SUMA, SE TOMA EL DE META. Laminas 18 y 26 del deck JM 31/07-07/08: Meta reporta Alcance, Google y Programmatic muestran guion, y la fila TOTALES repite el de Meta (170.307 y 466.223). Por eso frecuencia mezcla impresiones de tres plataformas con alcance de una."
A-09,enc_alcance,enc_alcance,-,-,-,-,Alcance,NO_ES_SUMA,cerrado,EL ALCANCE PUBLICADO NUNCA ES LA SUMA DE LOS DOS ALCANCE DE SU PROPIA LAMINA. 4 de 4: San Cristobal 12.066+43.205=55.271 vs 47.232; Retiro 25.401+18.414=43.815 vs 36.694; Caballito 9.306+51.080=60.386 vs 59.677; N. Pompeya 74.259+21.262=95.521 vs 79.461. Siempre MENOR: es alcance deduplicado entre campanias. Extiende A-08 al eje PRE/POST.
A-10,enc_alcance,-,-,looker,Desglose Alcance,-,Alcance unificado,-,cerrado,"LA UNICA COLUMNA QUE EXPRESA ALCANCE DEDUPLICADO ESTA CONGELADA. looker/Desglose Alcance tiene 270 filas y 269 son '2025 | Agosto', solo facebook e instagram. Sirve para entender el concepto (alc facebook 76.352 + instagram 27.584 = 103.936 vs unificado 99.285) pero no para 2026. enc_alcance no se cierra re-apuntando: necesita codigo y antes una fuente que hoy no existe."
A-11,campania_destacada,alcance / clics,-,looker,ALCANCE y DIGITAL,cuentas 3305-JULSEGGJ y 3410-JULSEGGJ,-,-,abierto,"DESVIOS MEDIDOS, deck JM 24-31/07. Egreso de mil cadetes: alcance 3.042.983 vs 3.178.282 publicado (-4,3%), clics 25.985 vs 25.594 (+1,5%). Operativo 1-11-14: alcance 1.016.280 vs 806.121 (+26,1%), clics 22.539 vs 18.043 (+24,9%), impresiones 10.444.108 vs 6.741.082 (+54,9%). 3410 corre 23/07-06/08 y mide por encima en las tres metricas: fuente acumulativa, se valida la regla y no el numero (C-26)."
A-12,enc_alcance,enc_alcance,-,reuniones,Agenda JM + Agenda JM | Post,ID + solapa,Alcance manual / Alcance,VALOR,abierto,"A-10 TIENE FUENTE. Hay dos columnas de alcance, una por fase: Agenda JM.Alcance manual y Agenda JM | Post.Alcance. La base trae ademas Habitantes, Alcance potencial y % Cobertura, que son los Habitantes del eje y el Alcance objetivo del iceberg. Queda abierto si el total publicado es la suma de las dos o un deduplicado: al 12/08 N. Pompeya da 52.012+45.211=97.223 contra 79.461 publicado el 07/08, y la base avanzo."
D-01,et_orden_publico_2807,enc_base_total,8255,looker,resumen_metricas_dinamico,id_cuentas=3387-JULJDGGC,call_enviado,VALOR,deriva,base 31/07 = 8978 (+723)
D-02,et_orden_publico_2807,enc_base_llamada,7232,looker,resumen_metricas_dinamico,idem D-01,call_discado,VALOR,deriva,base 31/07 = 7954
D-03,et_orden_publico_2807,enc_ll_contactados,1901,looker,resumen_metricas_dinamico,idem D-01,call_contactados,VALOR,deriva,base 31/07 = 2169
D-04,et_orden_publico_2807,enc_ll_efectivos,1514,looker,resumen_metricas_dinamico,idem D-01,call_efectivos,VALOR,deriva,base 31/07 = 1766
D-05,et_orden_publico_2807,enc_impresiones,2295332,looker,resumen_metricas_dinamico,idem D-01,digital_impresiones,VALOR,deriva,base 31/07 = 2293619
D-06,et_orden_publico_2807,enc_alcance,65576,looker,resumen_metricas_dinamico,idem D-01,meta_alcance,VALOR,deriva,base 31/07 = 66345
X-01,ministros_semana,emin_entregados,685623,?,?,?,?,?,sin_fuente,por cuenta da 750528; por envío en ventana da 701493
X-02,m2_semana,m2_enviados,995194,?,?,?,?,?,sin_fuente,Eje=M2 en ventana da 894797 en 19 envíos
X-03,registro_civil,rc_enviados,3061,?,?,?,?,?,sin_fuente,cero filas de Registro Civil en las 4 bases
X-04,et_orden_publico_2807,enc_habitantes_eje,596482,?,?,?,?,?,sin_fuente,RDV tiene población por comuna; falta tabla de ejes
X-05,u1_san_cristobal_post,u1_prog_impresiones,94955,?,?,?,?,?,sin_fuente,el POST digital no está en ninguna base
X-06,resumen_ejecutivo_jm,-,-,-,-,-,-,-,retractado,"RETIRADO POR V-53 (addendum 09/08), que lo dice literal en su nota. El contenido original no se conservo: la fila fue borrada del CSV en vez de marcarse retractado. Se reconstruye la fila vacia para que el hueco sea visible y no se reuse el numero. Ver C-56."
X-07,resumen_ejecutivo_jm,-,-,-,-,-,-,-,retractado,"RETIRADO POR V-53 (addendum 09/08), que lo dice literal en su nota. El contenido original no se conservo: la fila fue borrada del CSV en vez de marcarse retractado. Se reconstruye la fila vacia para que el hueco sea visible y no se reuse el numero. Ver C-56."
X-08,resumen_ejecutivo_jm,-,-,-,-,-,-,-,retractado,"RETIRADO POR V-53 (addendum 09/08), que lo dice literal en su nota. El contenido original no se conservo: la fila fue borrada del CSV en vez de marcarse retractado. Se reconstruye la fila vacia para que el hueco sea visible y no se reuse el numero. Ver C-56."
X-09,resumen_ejecutivo_jm,-,-,-,-,-,-,-,retractado,"RETIRADO POR V-53 (addendum 09/08), que lo dice literal en su nota. El contenido original no se conservo: la fila fue borrada del CSV en vez de marcarse retractado. Se reconstruye la fila vacia para que el hueco sea visible y no se reuse el numero. Ver C-56."
X-10,resumen_ejecutivo_jm,imp_total,6442951,deriva,-,imp_meta+imp_google+imp_prog,-,SUMA,exacto,716.650+531.403+5.194.898=6.442.951; es derivado  no necesita fuente propia
X-11,resumen_ejecutivo_jm,contenidos_total,30,deriva,-,pauta_meta+pauta_google+pauta_prog,-,SUMA,exacto,9+7+14=30; ídem
X-12,m2_semana_0608,m2_envios,20,digital,Directa Mail,Tipo de mail CONTIENE M2; ventana 30/07-06/08; excluye filas con Enviados=0,-,CUENTA,exacto,"REGLA NUEVA, decisión del usuario 09/08: el clasificador de M2 es Tipo de mail CONTIENE M2, no Eje. 20 de 20. NO es expresable en MARCADORES.filtro: parsearFiltro_ soporta = y != , no CONTIENE."
X-13,m2_semana_0608,m2_enviados,902703,digital,Directa Mail,idem X-12,Enviados,SUMA,deriva,"da 927.030; residuo 24.327 (2,7%). Conteo exacto, suma no. Afinado pendiente, no criterio."
X-14,m2_semana_0608,m2_entregados,893780,digital,Directa Mail,idem X-12,Entregados,SUMA,deriva,da 918.020
X-15,m2_semana_0608,m2_aperturas,262748,digital,Directa Mail,idem X-12,Aperturas,SUMA,deriva,da 265.970
X-16,resumen_ejecutivo_jm,pauta_meta/google/prog,9/7/14,looker,DIGITAL x Cuentas,-,-,CUENTA,abierto,"CUATRO UNIDADES DESCARTADAS, ninguna da 9/7/14: filas JM+ventana+Activa 6/5/10; filas JM+ventana todos los estados 12/12/18; cuentas distintas Activa 6/5/6; cuentas distintas todos los estados 9/8/9. Meta acierta en la ultima, Google queda a 1 y DV360 a 5. Que una plataforma acierte y dos no en la misma unidad es evidencia de que el conteo NO sale de esta solapa. Los 14 de DV360 caen entre 9 cuentas distintas y 18 filas: no es ninguna."
X-17,resumen_ejecutivo_jm,pauta_meta/google/prog,9/7/14,-,-,-,-,CUENTA,abierto,NO REPROBADO: el conteo nuevo 16/14/21 salio de una base de 4.904 filas y el fixture del 31/07 tiene 4.569. Reprobar con la ventana nueva sobre la foto vieja mezcla dos cosas. Hace falta el export nuevo de Base Looker.
X-18,m2_campanias,-,-,digital,Directa Mail,Tipo de mail CONTIENE M2; ventana 24-31/07,Nombre campaña | Directa,DISTINTOS,contradice,"QUINTO CASO DEL PATRON X-16/X-17. El deck JM 24-31/07 publica 12 campanias y 26 envios; la ventana trae 30 distintos crudos y 32 filas (1.323.298 enviados vs 1.380.172 publicados). La ventana viernes-jueves (24-30/07) da 25 filas / 1.260.274. Ninguna ventana reproduce el conteo ni la suma. La lista publicada esta agrupada a mano: las seis filas de 'Vacaciones de Invierno ... Plaza Comuna 5/7 (+Reprogramacion)' colapsan en una linea, 'Poda pre/post' en una."
X-19,campania_destacada,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,contradice,"ERROR EN EL DECK, NO EN EL MOTOR. Lamina 17 del JM 24-31/07 publica Frecuencia 8,4 en TOTALES pero 28.253.288/3.178.282 = 8,89. Las otras tres campanias destacadas truncan bien a un decimal: 6.741.082/806.121=8,36 -> 8,3; 544.751/170.307=3,19 -> 3,1; 5.103.453/466.223=10,94 -> 10,9. Candidato a la seccion de errores publicados."
X-20,enc_orden_publico_2807,mail_*,-,reuniones,Agenda JM,ID=3387-JULJDGGC,Enviados / Entregados / Aperturas / Clics,-,abierto,"EL BLOQUE DE MAIL DEL ICEBERG NO REPRODUCE, EN LA MISMA FILA DONDE EL IVR DA EXACTO. Deck 44.043 / 43.439 / 4.652 / 145 contra base 271.118 / 268.146 / 55.118 / 876. Factor cercano a 6 en los cuatro campos. No es desfasaje: el iceberg publica un subconjunto de los envios que la fila agrega. Sexto caso del patron X-16/X-17, ahora dentro de una sola fila."
X-21,embudo_call_center,-,-,looker,CC,ID Cuentas=3387-JULJDGGC,-,SUMA_PARCIAL,abierto,"SEPTIMO CASO DEL PATRON X-16 / X-17. La cuenta 3387 tiene TRES filas en looker/CC (barrida 6.977 / 255 / 722) y la lamina 11 publica 7.232, que son DOS de las tres. Lo mismo en las otras tres columnas del embudo. No hay columna que diga cual queda afuera. Es el mismo modo de falla que C-15 resolvio por temario a nivel cuenta, ahora a nivel fila dentro de una cuenta."
X-22,resumen_ejecutivo_jm,frecuencia,"11,9",looker,resumen_metricas_dinamico,ventana 24-30/07,digital_impresiones / meta_alcance,RATIO,abierto,"NUMERA LA MEDICION DEL 12/08 SOBRE EL RECORTE POR PUNTO. NO SE REPRODUJO. Lo reportado: JM punto 4 cuentas / 4.528.060 / 23,52 contra solape 11 / 39.209.552 / 71,48; GCBA punto 22 / 2.034.955 / 1,63 contra solape 81 / 728.872.658 / 16,89. Medido sobre el export Base Looker del 31/07 con dieciseis variantes de criterio (inicio en ventana, fin en ventana, inicio o fin, solape; cierre 30/07 y 31/07): JM da 2 o 9 o 10 cuentas, GCBA 21 a 80, y ninguna combinacion da los conteos ni las impresiones reportadas. Puede ser otro export o otro corte JM. Por la regla de la rama, no validado."
